AISC MANUAL LABEL,TYPE,Weight,Area,Depth,Height,Outer Diameter,bf,B,ID,tw,tf,T,TNOM,TDES,Kdes,Kdet,K1,X,Y,E0,XP,YP,bf/2tf,B_T,h/t,H_T,D_T,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,rz,J,Cw,C,WNO,SW,QF,QW,RO,H,TAN_ALPHA,QS
,,lbs,in2,in,in,in,in,in,in,in,in,,in,in,in,in,IN,,,,,,,,,,,in4,in3,in3,in,in4,in3,in3,in,in,in4,in6,,,,,,,,,
HSS20X12X3/8,HSS,78.4,21.5,,20,,,12,,,,,0.375,0.349,,,,,,,,,,31.4,,54.3,,1200,144,120,7.45,547,102,91.1,5.04,,1180,0.375,160,,,,,,,,
HSS20X12X5/16,HSS,65.8,18.1,,20,,,12,,,,,0.3125,0.291,,,,,,,,,,38.2,,65.7,,1010,122,101,7.48,464,85.8,77.3,5.07,,997,0.313,134,,,,,,,,
HSS20X8X5/8,HSS,110,30.3,,20,,,8,,,,,0.625,0.581,,,,,,,,,,10.8,,31.4,,1440,185,144,6.89,338,96.4,84.6,3.34,,916,0.325,167,,,,,,,,
HSS20X8X1/2,HSS,89.6,24.6,,20,,,8,,,,,0.5,0.465,,,,,,,,,,14.2,,40.0,,1190,152,119,6.96,283,79.5,70.8,3.39,,757,0.500,137,,,,,,,,
HSS20X8X3/8,HSS,68.3,18.7,,20,,,8,,,,,0.375,0.349,,,,,,,,,,19.9,,54.3,,926,117,92.6,7.03,222,61.5,55.6,3.44,,586,0.375,105,,,,,,,,
HSS20X8X5/16,HSS,57.3,15.7,,20,,,8,,,,,0.3125,0.291,,,,,,,,,,24.5,,65.7,,786,98.6,78.6,7.07,189,52.0,47.4,3.47,,496,0.313,88.3,,,,,,,,
HSS20X4X1/2,HSS,75.9,20.9,,20,,,4,,,,,0.5,0.465,,,,,,,,,,5.60,,40.0,,838,115,83.8,6.33,58.7,34.0,29.3,1.68,,195,0.500,63.8,,,,,,,,
HSS20X4X3/8,HSS,58.1,16.0,,20,,,4,,,,,0.375,0.349,,,,,,,,,,8.46,,54.3,,657,89.3,65.7,6.42,47.6,26.8,23.8,1.73,,156,0.375,49.9,,,,,,,,
HSS20X4X5/16,HSS,48.9,13.4,,20,,,4,,,,,0.3125,0.291,,,,,,,,,,10.7,,65.7,,560,75.6,56.0,6.46,41.2,22.9,20.6,1.75,,134,0.313,42.4,,,,,,,,
HSS20X4X1/4,HSS,39.5,10.8,,20,,,4,,,,,0.25,0.233,,,,,,,,,,14.2,,82.8,,458,61.5,45.8,6.50,34.3,18.7,17.1,1.78,,111,0.250,34.7,,,,,,,,
HSS18X6X5/8,HSS,93.1,25.7,,18,,,6,,,,,0.625,0.581,,,,,,,,,,7.33,,28.0,,923,135,103,6.00,158,61.0,52.7,2.48,,462,0.325,109,,,,,,,,
HSS18X6X1/2,HSS,75.9,20.9,,18,,,6,,,,,0.5,0.465,,,,,,,,,,9.90,,35.7,,770,112,85.6,6.07,134,50.7,44.6,2.53,,387,0.500,89.9,,,,,,,,
HSS18X6X3/8,HSS,58.1,16.0,,18,,,6,,,,,0.375,0.349,,,,,,,,,,14.2,,48.6,,602,86.4,66.9,6.15,106,39.5,35.5,2.58,,302,0.375,69.5,,,,,,,,
HSS18X6X5/16,HSS,48.9,13.4,,18,,,6,,,,,0.3125,0.291,,,,,,,,,,17.6,,58.9,,513,73.1,57.0,6.18,91.3,33.5,30.4,2.61,,257,0.313,58.7,,,,,,,,
HSS18X6X1/4,HSS,39.5,10.8,,18,,,6,,,,,0.25,0.233,,,,,,,,,,22.8,,74.3,,419,59.4,46.5,6.22,75.1,27.3,25.0,2.63,,210,0.250,47.7,,,,,,,,
HSS16X16X5/8,HSS,127,35.0,,16,,,16,,,,,0.625,0.581,,,,,,,,,,24.5,,24.5,,1370,200,171,6.25,,,,,,2170,,276,,,,,,,,
HSS16X16X1/2,HSS,103,28.3,,16,,,16,,,,,0.5,0.465,,,,,,,,,,31.4,,31.4,,1130,164,141,6.31,,,,,,1770,,224,,,,,,,,
HSS16X16X3/8,HSS,78.4,21.5,,16,,,16,,,,,0.375,0.349,,,,,,,,,,42.8,,42.8,,873,126,109,6.37,,,,,,1350,,171,,,,,,,,
HSS16X16X5/16,HSS,65.8,18.1,,16,,,16,,,,,0.3125,0.291,,,,,,,,,,52.0,,52.0,,739,106,92.3,6.39,,,,,,1140,,144,,,,,,,,
HSS16X12X5/8,HSS,110,30.3,,16,,,12,,,,,0.625,0.581,,,,,,,,,,17.7,,24.5,,1090,165,136,6.00,700,135,117,4.80,,1370,0.625,204,,,,,,,,
HSS16X12X1/2,HSS,89.6,24.6,,16,,,12,,,,,0.5,0.465,,,,,,,,,,22.8,,31.4,,904,135,113,6.06,581,111,96.8,4.86,,1120,0.500,166,,,,,,,,
HSS16X12X3/8,HSS,68.3,18.7,,16,,,12,,,,,0.375,0.349,,,,,,,,,,31.4,,42.8,,702,104,87.7,6.12,452,85.5,75.3,4.91,,862,0.375,127,,,,,,,,
HSS16X12X5/16,HSS,57.4,15.7,,16,,,12,,,,,0.3125,0.291,,,,,,,,,,38.2,,52.0,,595,87.7,74.4,6.15,384,72.2,64.0,4.94,,727,0.313,107,,,,,,,,
HSS16X8X5/8,HSS,93.1,25.7,,16,,,8,,,,,0.3125,0.581,,,,,,,,,,10.8,,24.5,,815,129,102,5.64,274,79.2,68.6,3.27,,681,0.625,132,,,,,,,,
HSS16X8X1/2,HSS,75.9,20.9,,16,,,8,,,,,0.5,0.465,,,,,,,,,,14.2,,31.4,,679,106,84.9,5.70,230,65.5,57.6,3.32,,563,0.500,108,,,,,,,,
HSS16X8X3/8,HSS,58.1,16.0,,16,,,8,,,,,0.375,0.349,,,,,,,,,,19.9,,42.8,,531,82.1,66.3,5.77,181,50.8,45.3,3.37,,436,0.375,83.4,,,,,,,,
HSS16X8X5/16,HSS,48.9,13.4,,16,,,8,,,,,0.3125,0.291,,,,,,,,,,24.5,,52.0,,451,69.4,56.4,5.80,155,43.0,38.7,3.40,,369,0.313,70.4,,,,,,,,
HSS16X8X1/4,HSS,39.5,10.8,,16,,,8,,,,,0.25,0.233,,,,,,,,,,31.3,,65.7,,368,56.4,46.1,5.83,127,35.0,31.7,3.42,,300,0.250,57.0,,,,,,,,
HSS16X4X5/8,HSS,76.1,21.0,,16,,,4,,,,,0.625,0.581,,,,,,,,,,3.88,,24.5,,539,92.9,67.3,5.06,54.1,32.5,27.0,1.60,,174,0.625,60.5,,,,,,,,
HSS16X4X1/2,HSS,62.3,17.2,,16,,,4,,,,,0.5,0.465,,,,,,,,,,5.60,,31.4,,455,77.3,56.9,5.15,47.0,27.4,23.5,1.65,,150,0.500,50.7,,,,,,,,
HSS16X4X3/8,HSS,47.9,13.2,,16,,,4,,,,,0.375,0.349,,,,,,,,,,8.46,,42.8,,360,60.2,45.0,5.23,38.3,21.7,19.1,1.71,,120,0.375,39.7,,,,,,,,
HSS16X4X5/16,HSS,40.3,11.1,,16,,,4,,,,,0.3125,0.291,,,,,,,,,,10.7,,52.0,,308,51.1,38.5,5.27,33.2,18.5,16.6,1.73,,103,0.313,33.8,,,,,,,,
HSS16X4X1/4,HSS,32.7,8.96,,16,,,4,,,,,0.25,0.233,,,,,,,,,,14.2,,65.7,,253,41.7,31.6,5.31,27.7,15.2,13.8,1.76,,85.2,0.250,27.6,,,,,,,,
HSS16X4X3/16,HSS,24.7,6.76,,14,,,4,,,,,0.1875,0.174,,,,,,,,,,20.0,,89.0,,193,31.7,24.2,5.35,21.5,11.7,10.8,1.78,,65.5,0.188,21.1,,,,,,,,
HSS14X14X5/8,HSS,110,30.3,,14,,,14,,,,,0.625,0.581,,,,,,,,,,21.1,,21.1,,897,151,128,5.44,,,,,,1430,,208,,,,,,,,
HSS14X14X1/2,HSS,89.6,24.6,,14,,,14,,,,,0.5,0.465,,,,,,,,,,27.1,,27.1,,743,124,106,5.49,,,,,,1170,,170,,,,,,,,
HSS14X14X3/8,HSS,68.2,18.7,,14,,,14,,,,,0.375,0.349,,,,,,,,,,37.1,,37.1,,577,95.4,82.5,5.55,,,,,,900,,130,,,,,,,,
HSS14X14X5/16,HSS,57.3,15.7,,14,,,14,,,,,0.3125,0.291,,,,,,,,,,45.1,,45.1,,490,80.5,69.9,5.58,,,,,,759,,109,,,,,,,,
HSS14X10X5/8,HSS,93.1,25.7,,14,,,10,,,,,0.625,0.581,,,,,,,,,,14.2,,21.1,,687,120,98.2,5.17,407,95.1,81.5,3.98,,832,0.625,146,,,,,,,,
HSS14X10X1/2,HSS,75.9,20.9,,14,,,10,,,,,0.5,0.465,,,,,,,,,,18.5,,27.1,,573,98.8,81.8,5.23,341,78.5,68.1,4.04,,685,0.500,120,,,,,,,,
HSS14X10X3/8,HSS,58.1,16.0,,14,,,10,,,,,0.375,0.349,,,,,,,,,,25.7,,37.1,,447,76.3,63.9,5.29,267,60.7,53.4,4.09,,528,0.375,91.8,,,,,,,,
HSS14X10X5/16,HSS,48.9,13.4,,14,,,10,,,,,0.3125,0.291,,,,,,,,,,31.4,,45.1,,380,64.6,54.3,5.32,227,51.4,45.5,4.12,,446,0.313,77.4,,,,,,,,
HSS14X10X1/4,HSS,39.5,10.8,,14,,,10,,,,,0.25,0.233,,,,,,,,,,39.9,,57.1,,310,52.4,44.3,5.35,186,41.8,37.2,4.14,,362,0.250,62.6,,,,,,,,
HSS14X6X5/8,HSS,76.1,21.0,,14,,,10,,,,,0.625,0.581,,,,,,,,,,7.33,,21.1,,478,88.7,68.3,4.77,124,48.4,41.2,2.43,,334,0.625,83.7,,,,,,,,
HSS14X6X1/2,HSS,62.3,17.2,,14,,,6,,,,,0.5,0.465,,,,,,,,,,9.90,,27.1,,402,73.6,57.4,4.84,105,40.4,35.1,2.48,,279,0.500,69.3,,,,,,,,
HSS14X6X3/8,HSS,47.9,13.2,,14,,,6,,,,,0.375,0.349,,,,,,,,,,14.2,,37.1,,317,57.3,45.3,4.91,84.1,31.6,28.0,2.53,,219,0.375,53.7,,,,,,,,
HSS14X6X5/16,HSS,40.3,11.1,,14,,,6,,,,,0.3125,0.291,,,,,,,,,,17.6,,45.1,,271,48.6,38.7,4.94,72.3,26.9,24.1,2.55,,186,0.313,45.5,,,,,,,,
HSS14X6X1/4,HSS,32.7,8.96,,14,,,6,,,,,0.25,0.233,,,,,,,,,,22.8,,57.1,,222,39.6,31.7,4.98,59.6,22.0,19.9,2.58,,152,0.250,36.9,,,,,,,,
HSS14X6X3/16,HSS,24.7,6.76,,14,,,6,,,,,0.1875,0.174,,,,,,,,,,31.5,,77.5,,170,30.1,24.3,5.01,45.9,16.7,15.3,2.61,,116,0.188,28.0,,,,,,,,
HSS14X4X5/8,HSS,67.6,18.7,,14,,,4,,,,,0.625,0.581,,,,,,,,,,3.88,,21.1,,373,73.1,53.3,4.47,47.2,28.5,23.6,1.59,,148,0.625,52.6,,,,,,,,
HSS14X4X1/2,HSS,55.5,15.3,,14,,,4,,,,,0.5,0.465,,,,,,,,,,5.60,,27.1,,317,61.0,45.3,4.55,41.2,24.1,20.6,1.64,,127,0.500,44.1,,,,,,,,
HSS14X4X3/8,HSS,42.7,11.8,,14,,,4,,,,,0.375,0.349,,,,,,,,,,8.46,,37.1,,252,47.8,36.0,4.63,33.6,19.1,16.8,1.69,,102,0.375,34.6,,,,,,,,
HSS14X4X5/16,HSS,36.1,9.92,,14,,,4,,,,,0.3125,0.291,,,,,,,,,,10.7,,45.1,,216,40.6,30.9,4.67,29.2,16.4,14.6,1.72,,87.7,0.313,29.5,,,,,,,,
HSS14X4X1/4,HSS,29.2,8.03,,14,,,4,,,,,0.25,0.233,,,,,,,,,,14.2,,57.1,,178,33.2,25.4,4.71,24.4,13.5,12.2,1.74,,72.4,0.250,24.1,,,,,,,,
HSS14X4X3/16,HSS,22.1,6.06,,14,,,4,,,,,0.1875,0.174,,,,,,,,,,20.0,,77.5,,137,25.3,19.5,4.74,19.0,10.3,9.48,1.77,,55.8,0.188,18.4,,,,,,,,
HSS12X12X5/8,HSS,93.1,25.7,,12,,,12,,,,,0.625,0.581,,,,,,,,,,17.7,,17.7,,548,109,91.4,4.62,,,,,,885,,151,,,,,,,,
HSS12X12X1/2,HSS,75.9,20.9,,12,,,12,,,,,0.5,0.465,,,,,,,,,,22.8,,22.8,,457,89.6,76.2,4.68,,,,,,728,,123,,,,,,,,
HSS12X12X3/8,HSS,58.0,16.0,,12,,,12,,,,,0.375,0.349,,,,,,,,,,31.4,,31.4,,357,69.2,59.5,4.73,,,,,,561,,94.6,,,,,,,,
HSS12X12X5/16,HSS,48.8,13.4,,12,,,12,,,,,0.3125,0.291,,,,,,,,,,38.2,,38.2,,304,58.6,50.7,4.76,,,,,,474,,79.7,,,,,,,,
HSS12X12X1/4,HSS,39.4,10.8,,12,,,12,,,,,0.25,0.233,,,,,,,,,,48.5,,48.5,,248,47.6,41.4,4.79,,,,,,384,,64.5,,,,,,,,
HSS12X12X3/16,HSS,29.8,8.15,,12,,,12,,,,,0.1875,0.174,,,,,,,,,,66.0,,66.0,,189,36.0,31.5,4.82,,,,,,290,,48.6,,,,,,,,
HSS12X10X1/2,HSS,69.1,19.0,,12,,,10,,,,,0.5,0.465,,,,,,,,,,18.5,,22.8,,395,78.8,65.9,4.56,298,69.6,59.7,3.96,,545,0.500,102,,,,,,,,
HSS12X10X3/8,HSS,52.9,14.6,,12,,,10,,,,,0.375,0.349,,,,,,,,,,25.7,,31.4,,310,61.1,51.6,4.61,234,54.0,46.9,4.01,,421,0.375,78.3,,,,,,,,
HSS12X10X5/16,HSS,44.6,12.2,,12,,,10,,,,,0.3125,0.291,,,,,,,,,,31.4,,38.2,,264,51.7,44.0,4.64,200,45.7,40.0,4.04,,356,0.313,66.1,,,,,,,,
HSS12X10X1/4,HSS,36.0,9.90,,12,,,10,,,,,0.25,0.233,,,,,,,,,,39.9,,48.5,,216,42.1,36.0,4.67,164,37.2,32.7,4.07,,289,0.250,53.5,,,,,,,,
HSS12X8X5/8,HSS,76.1,21.0,,12,,,8,,,,,0.625,0.581,,,,,,,,,,10.8,,17.7,,397,82.1,66.1,4.34,210,61.9,52.5,3.16,,454,0.625,97.7,,,,,,,,
HSS12X8X1/2,HSS,62.3,17.2,,12,,,8,,,,,0.5,0.465,,,,,,,,,,14.2,,22.8,,333,68.1,55.6,4.41,178,51.5,44.4,3.21,,377,0.500,80.4,,,,,,,,
HSS12X8X3/8,HSS,47.8,13.2,,12,,,8,,,,,0.375,0.349,,,,,,,,,,19.9,,31.4,,262,53.0,43.7,4.47,140,40.1,35.1,3.27,,293,0.375,62.1,,,,,,,,
HSS12X8X5/16,HSS,40.4,11.1,,12,,,8,,,,,0.3125,0.291,,,,,,,,,,24.5,,38.2,,224,44.9,37.4,4.50,120,34.1,30.1,3.29,,248,0.313,52.4,,,,,,,,
HSS12X8X1/4,HSS,32.6,8.96,,12,,,8,,,,,0.25,0.233,,,,,,,,,,31.3,,48.5,,184,36.6,30.6,4.53,98.8,27.8,24.7,3.32,,202,0.250,42.5,,,,,,,,
HSS12X8X3/16,HSS,24.8,6.76,,12,,,8,,,,,0.1878,0.174,,,,,,,,,,43.0,,66.0,,140,27.8,23.4,4.56,75.7,21.1,18.9,3.35,,153,0.188,32.2,,,,,,,,
HSS12X6X5/8,HSS,67.6,18.7,,12,,,6,,,,,0.625,0.581,,,,,,,,,,7.33,,17.7,,321,68.8,53.4,4.14,107,42.1,35.5,2.39,,271,0.625,71.1,,,,,,,,
HSS12X6X1/2,HSS,55.5,15.3,,12,,,6,,,,,0.5,0.465,,,,,,,,,,9.90,,22.8,,271,57.4,45.2,4.21,91.1,35.2,30.4,2.44,,227,0.500,59.0,,,,,,,,
HSS12X6X3/8,HSS,42.7,11.8,,12,,,6,,,,,0.375,0.349,,,,,,,,,,14.2,,31.4,,215,44.8,35.9,4.28,72.9,27.7,24.3,2.49,,178,0.375,45.8,,,,,,,,
HSS12X6X5/16,HSS,36.1,9.92,,12,,,6,,,,,0.3125,0.291,,,,,,,,,,17.6,,38.2,,184,38.1,30.7,4.31,62.8,23.6,20.9,2.52,,152,0.313,38.8,,,,,,,,
HSS12X6X1/4,HSS,29.2,8.03,,12,,,6,,,,,0.25,0.233,,,,,,,,,,22.8,,48.5,,151,31.1,25.2,4.34,51.9,19.3,17.3,2.54,,124,0.250,31.6,,,,,,,,
HSS12X6X3/16,HSS,22.2,6.06,,12,,,6,,,,,0.1875,0.174,,,,,,,,,,31.5,,66.0,,116,23.7,19.4,4.38,40.0,14.7,13.3,2.57,,94.6,0.188,24.0,,,,,,,,
HSS12X4X5/8,HSS,59.1,16.4,,12,,,4,,,,,0.625,0.581,,,,,,,,,,3.88,,17.7,,245,55.5,40.8,3.87,40.4,24.5,20.2,1.57,,122,0.625,44.6,,,,,,,,
HSS12X4X1/2,HSS,48.7,13.5,,12,,,4,,,,,0.5,0.465,,,,,,,,,,5.60,,22.8,,210,46.7,34.9,3.95,35.3,20.9,17.7,1.62,,105,0.500,37.5,,,,,,,,
HSS12X4X3/8,HSS,37.6,10.4,,12,,,4,,,,,0.375,0.349,,,,,,,,,,8.46,,31.4,,168,36.7,28.0,4.02,28.9,16.6,14.5,1.67,,84.1,0.375,29.5,,,,,,,,
HSS12X4X5/16,HSS,31.8,8.76,,12,,,4,,,,,0.3125,0.291,,,,,,,,,,10.7,,38.2,,144,31.3,24.1,4.06,25.2,14.2,12.6,1.70,,72.4,0.313,25.2,,,,,,,,
HSS12X4X1/4,HSS,25.8,7.10,,12,,,4,,,,,0.25,0.233,,,,,,,,,,14.2,,48.5,,119,25.6,19.9,4.10,21.0,11.7,10.5,1.72,,59.8,0.250,20.6,,,,,,,,
HSS12X4X3/16,HSS,19.7,5.37,,12,,,4,,,,,0.1875,0.174,,,,,,,,,,20.0,,66.0,,91.8,19.6,15.3,4.13,16.4,9.00,8.20,1.75,,46.1,0.188,15.7,,,,,,,,
HSS12X3-1/2X3/8,HSS,36.3,10.0,,12,,,3.5,,,,,0.375,0.349,,,,,,,,,,7.03,,31.4,,156,34.7,26.0,3.94,21.3,14.0,12.2,1.46,,64.7,0.375,25.5,,,,,,,,
HSS12X3-1/2X5/16,HSS,30.8,8.46,,12,,,3.5,,,,,0.3125,0.291,,,,,,,,,,9.03,,38.2,,134,29.6,22.4,3.98,18.6,12.1,10.6,1.48,,56.0,0.313,21.8,,,,,,,,
HSS12X3X5/16,HSS,29.7,8.17,,12,,,3,,,,,0.3125,0.291,,,,,,,,,,7.31,,38.2,,124,27.9,20.7,3.90,13.1,10.0,8.73,1.27,,41.3,0.313,18.4,,,,,,,,
HSS12X3X1/4,HSS,24.1,6.63,,12,,,3,,,,,0.25,0.233,,,,,,,,,,9.88,,48.5,,103,22.9,17.2,3.94,11.1,8.28,7.38,1.29,,34.5,0.250,15.1,,,,,,,,
HSS12X3X3/16,HSS,18.4,5.02,,12,,,3,,,,,0.1875,0.174,,,,,,,,,,14.2,,66.0,,79.6,17.5,13.3,3.98,8.72,6.40,5.81,1.32,,26.8,0.188,11.6,,,,,,,,
HSS12X2X5/16,HSS,27.6,7.59,,12,,,2,,,,,0.3125,0.291,,,,,,,,,,3.87,,38.2,,104,24.5,17.4,3.71,5.10,6.05,5.10,0.820,,17.6,0.313,11.6,,,,,,,,
HSS12X2X1/4,HSS,22.4,6.17,,12,,,2,,,,,0.25,0.233,,,,,,,,,,5.58,,48.5,,86.9,20.1,14.5,3.75,4.41,5.08,4.41,0.845,,15.1,0.250,9.64,,,,,,,,
HSS12X2X3/16,HSS,17.1,4.67,,12,,,2,,,,,0.1875,0.174,,,,,,,,,,8.49,,66.0,,67.4,15.5,11.2,3.80,3.55,3.97,3.55,0.872,,12.0,0.188,7.49,,,,,,,,
HSS10X10X5/8,HSS,76.1,21.0,,10,,,10,,,,,0.625,0.581,,,,,,,,,,14.2,,14.2,,304,73.2,60.8,3.80,,,,,,498,,102,,,,,,,,
HSS10X10X1/2,HSS,62.3,17.2,,10,,,10,,,,,0.5,0.465,,,,,,,,,,18.5,,18.5,,256,60.7,51.2,3.86,,,,,,412,,84.2,,,,,,,,
HSS10X10X3/8,HSS,47.8,13.2,,10,,,10,,,,,0.375,0.349,,,,,,,,,,25.7,,25.7,,202,47.2,40.4,3.92,,,,,,320,,64.8,,,,,,,,
HSS10X10X5/16,HSS,40.3,11.1,,10,,,10,,,,,0.3125,0.291,,,,,,,,,,31.4,,31.4,,172,40.1,34.5,3.94,,,,,,271,,54.8,,,,,,,,
HSS10X10X1/4,HSS,32.6,8.96,,10,,,10,,,,,0.25,0.233,,,,,,,,,,39.9,,39.9,,141,32.7,28.3,3.97,,,,,,220,,44.4,,,,,,,,
HSS10X10X3/16,HSS,24.7,6.76,,10,,,10,,,,,0.1875,0.174,,,,,,,,,,54.5,,54.5,,108,24.8,21.6,4.00,,,,,,167,,33.6,,,,,,,,
HSS10X8X5/8,HSS,67.6,18.7,,10,,,8,,,,,0.625,0.581,,,,,,,,,,10.8,,14.2,,253,62.2,50.5,3.68,178,53.3,44.5,3.09,,346,0.625,80.4,,,,,,,,
HSS10X8X1/2,HSS,55.5,15.3,,10,,,8,,,,,0.5,0.465,,,,,,,,,,14.2,,18.5,,214,51.9,42.7,3.73,151,44.5,37.8,3.14,,288,0.500,66.4,,,,,,,,
HSS10X8X3/8,HSS,42.7,11.8,,10,,,8,,,,,0.375,0.349,,,,,,,,,,19.9,,25.7,,169,40.5,33.9,3.79,120,34.8,30.0,3.19,,224,0.375,51.4,,,,,,,,
HSS10X8X5/16,HSS,36.1,9.92,,10,,,8,,,,,0.3125,0.291,,,,,,,,,,24.5,,31.4,,145,34.4,29.0,3.82,103,29.6,25.7,3.22,,190,0.313,43.5,,,,,,,,
HSS10X8X1/4,HSS,29.2,8.03,,10,,,8,,,,,0.25,0.233,,,,,,,,,,31.3,,39.9,,119,28.1,23.8,3.85,84.7,24.2,21.2,3.25,,155,0.250,35.3,,,,,,,,
HSS10X8X3/16,HSS,22.2,6.06,,10,,,8,,,,,0.1875,0.174,,,,,,,,,,43.0,,54.5,,91.4,21.4,18.3,3.88,65.1,18.4,16.3,3.28,,118,0.188,26.7,,,,,,,,
HSS10X6X5/8,HSS,59.1,16.4,,10,,,6,,,,,0.625,0.581,,,,,,,,,,7.33,,14.2,,201,51.3,40.2,3.50,89.4,35.8,29.8,2.34,,209,0.625,58.6,,,,,,,,
HSS10X6X1/2,HSS,48.7,13.5,,10,,,6,,,,,0.5,0.465,,,,,,,,,,9.90,,18.5,,171,43.0,34.3,3.57,76.8,30.1,25.6,2.39,,176,0.500,48.7,,,,,,,,
HSS10X6X3/8,HSS,37.6,10.4,,10,,,6,,,,,0.375,0.349,,,,,,,,,,14.2,,25.7,,137,33.8,27.4,3.63,61.8,23.7,20.6,2.44,,139,0.375,37.9,,,,,,,,
HSS10X6X5/16,HSS,31.8,8.76,,10,,,6,,,,,0.3125,0.291,,,,,,,,,,17.6,,31.4,,118,28.8,23.5,3.66,53.3,20.2,17.8,2.47,,118,0.313,32.2,,,,,,,,
HSS10X6X1/4,HSS,25.8,7.10,,10,,,6,,,,,0.25,0.233,,,,,,,,,,22.8,,39.9,,96.9,23.6,19.4,3.69,44.1,16.6,14.7,2.49,,96.7,0.250,26.2,,,,,,,,
HSS10X6X3/16,HSS,19.7,5.37,,10,,,6,,,,,0.1875,0.174,,,,,,,,,,31.5,,54.5,,74.6,18.0,14.9,3.73,34.1,12.7,11.4,2.52,,73.8,0.188,19.9,,,,,,,,
HSS10X5X3/8,HSS,35.1,9.67,,10,,,5,,,,,0.375,0.349,,,,,,,,,,11.3,,25.7,,120,30.4,24.1,3.53,40.6,18.7,16.2,2.05,,100,0.375,31.2,,,,,,,,
HSS10X5X5/16,HSS,29.7,8.17,,10,,,5,,,,,0.3125,0.291,,,,,,,,,,14.2,,31.4,,104,26.0,20.8,3.56,35.2,16.0,14.1,2.07,,86.0,0.313,26.5,,,,,,,,
HSS10X5X1/4,HSS,24.1,6.63,,10,,,5,,,,,0.25,0.233,,,,,,,,,,18.5,,39.9,,85.8,21.3,17.2,3.60,29.3,13.2,11.7,2.10,,70.7,0.250,21.6,,,,,,,,
HSS10X5X3/16,HSS,18.4,5.02,,10,,,5,,,,,0.1875,0.174,,,,,,,,,,25.7,,54.5,,66.2,16.3,13.2,3.63,22.7,10.1,9.09,2.13,,54.1,0.188,16.5,,,,,,,,
HSS10X4X5/8,HSS,50.6,14.0,,10,,,4,,,,,0.625,0.581,,,,,,,,,,3.88,,14.2,,149,40.3,29.9,3.26,33.5,20.6,16.8,1.54,,95.7,0.625,36.7,,,,,,,,
HSS10X4X1/2,HSS,41.9,11.6,,10,,,4,,,,,0.5,0.465,,,,,,,,,,5.60,,18.5,,129,34.1,25.8,3.34,29.5,17.6,14.7,1.59,,82.6,0.500,31.0,,,,,,,,
HSS10X4X3/8,HSS,32.5,8.97,,10,,,4,,,,,0.375,0.349,,,,,,,,,,8.46,,25.7,,104,27.0,20.8,3.41,24.3,14.0,12.1,1.64,,66.5,0.375,24.4,,,,,,,,
HSS10X4X5/16,HSS,27.6,7.59,,10,,,4,,,,,0.3125,0.291,,,,,,,,,,10.7,,31.4,,90.1,23.1,18.0,3.44,21.2,12.1,10.6,1.67,,57.3,0.313,20.9,,,,,,,,
HSS10X4X1/4,HSS,22.4,6.17,,10,,,4,,,,,0.25,0.233,,,,,,,,,,14.2,,39.9,,74.7,19.0,14.9,3.48,17.7,10.0,8.87,1.70,,47.4,0.250,17.1,,,,,,,,
HSS10X4X3/16,HSS,17.1,4.67,,10,,,4,,,,,0.1875,0.174,,,,,,,,,,20.0,,54.5,,57.8,14.6,11.6,3.52,13.9,7.66,6.93,1.72,,36.5,0.188,13.1,,,,,,,,
HSS10X4X1/8,HSS,11.6,3.16,,10,,,4,,,,,0.125,0.116,,,,,,,,,,31.5,,83.2,,39.8,10.0,7.97,3.55,9.65,5.26,4.83,1.75,,25.1,0.125,8.90,,,,,,,,
HSS10X3-1/2X1/2,HSS,40.2,11.1,,10,,,3.5,,,,,0.5,0.465,,,,,,,,,,4.53,,18.5,,118,31.9,23.7,3.26,21.4,14.7,12.2,1.39,,63.2,0.500,26.5,,,,,,,,
HSS10X3-1/2X3/8,HSS,31.2,8.62,,10,,,3.5,,,,,0.375,0.349,,,,,,,,,,7.03,,25.7,,96.1,25.3,19.2,3.34,17.8,11.8,10.2,1.44,,51.5,0.375,21.1,,,,,,,,
HSS10X3-1/2X5/16,HSS,26.5,7.30,,10,,,3.5,,,,,0.3125,0.291,,,,,,,,,,9.03,,31.4,,83.2,21.7,16.6,3.38,15.6,10.2,8.92,1.46,,44.6,0.313,18.0,,,,,,,,
HSS10X3-1/2X1/4,HSS,21.5,5.93,,10,,,3.5,,,,,0.25,0.233,,,,,,,,,,12.0,,39.9,,69.1,17.9,13.8,3.41,13.1,8.45,7.51,1.49,,37.0,0.250,14.8,,,,,,,,
HSS10X3-1/2X3/16,HSS,16.5,4.50,,10,,,3.5,,,,,0.1875,0.174,,,,,,,,,,17.1,,54.5,,53.6,13.7,10.7,3.45,10.3,6.52,5.89,1.51,,28.6,0.188,11.4,,,,,,,,
HSS10X3-1/2X1/8,HSS,11.1,3.04,,10,,,3.5,,,,,0.125,0.116,,,,,,,,,,27.2,,83.2,,37.0,9.37,7.40,3.49,7.22,4.48,4.12,1.54,,19.8,0.125,7.75,,,,,,,,
HSS10X3X3/8,HSS,30.0,8.27,,10,,,3,,,,,0.375,0.349,,,,,,,,,,5.60,,25.7,,88.0,23.7,17.6,3.26,12.4,9.73,8.28,1.22,,37.8,0.375,17.7,,,,,,,,
