AISC MANUAL LABEL,TYPE,Weight,Area,Depth,Height,Outer Diameter,bf,B,ID,tw,tf,T,TNOM,TDES,Kdes,Kdet,K1,X,Y,E0,XP,YP,bf/2tf,B_T,h/t,H_T,D_T,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,rz,J,Cw,C,WNO,SW,QF,QW,RO,H,TAN_ALPHA,QS
,,lbs,in2,in,in,in,in,in,in,in,in,,in,in,in,in,IN,,,,,,,,,,,in4,in3,in3,in,in4,in3,in3,in,in,in4,in6,,,,,,,,,
L2X2X1/8,L,1.65,0.484,2.00,,,,2,,,,0.125,,,0.375,0.375,,0.534,0.534,0.123,0.123,0.123,,,,,,0.189,0.230,0.129,0.620,0.189,0.230,0.129,0.620,0.391,0.00293,0.000789,,,,,,1.10,0.630,1.00,0.910
WT22X167.5,WT,168,49.2,22.0,,,15.9,,,1.03,1.77,,,,2.56,2.625,,,5.53,,,1.54,4.50,,19.1,,21.5,2170,234,131,6.63,600,118,75.2,3.49,,37.2,438,,,,,,8.82,0.723,,0.817
WT22X145,WT,145,42.7,21.8,,,15.8,,,0.865,1.58,,,,2.37,2.4375,,,5.26,,,1.35,5.02,,22.3,,25.2,1830,196,111,6.54,521,102,65.9,3.49,,25.4,275,,,,,,8.66,0.733,,0.636
WT22X131,WT,131,38.4,21.7,,,15.8,,,0.785,1.42,,,,2.21,2.25,,,5.19,,,1.22,5.57,,24.6,,27.6,1640,176,99.4,6.53,462,90.9,58.6,3.47,,18.6,200,,,,,,8.64,0.731,,0.532
WT22X115,WT,115,33.8,21.5,,,15.8,,,0.710,1.22,,,,2.01,2.0625,,,5.17,,,1.07,6.45,,27.4,,30.2,1440,157,88.6,6.53,398,78.3,50.5,3.43,,12.4,139,,,,,,8.67,0.723,,0.438
WT20X296.5,WT,296,87.2,21.5,,,16.7,,,1.79,3.23,,,,4.41,4.5,,,5.66,,,2.61,2.58,,9.54,,12.0,3310,379,209,6.16,1260,240,151,3.80,,221,2340,,,,,,8.29,0.762,,1.00
WT20X251.5,WT,252,73.9,21.0,,,16.4,,,1.54,2.76,,,,3.94,4,,,5.38,,,2.25,2.98,,11.1,,13.7,2730,314,174,6.07,1020,197,124,3.72,,138,1400,,,,,,8.17,0.760,,1.00
WT20X215.5,WT,215,63.4,20.6,,,16.2,,,1.34,2.36,,,,3.54,3.625,,,5.18,,,1.95,3.44,,12.8,,15.4,2290,266,148,6.01,843,164,104,3.65,,88.2,881,,,,,,8.09,0.756,,1.00
WT20X198.5,WT,198,58.4,20.5,,,16.1,,,1.22,2.20,,,,3.38,3.5,,,5.03,,,1.81,3.66,,14.0,,16.8,2070,240,134,5.96,771,150,95.7,3.63,,70.6,677,,,,,,8.01,0.760,,1.00
WT20X186,WT,186,54.6,20.3,,,16.1,,,1.16,2.05,,,,3.23,3.3125,,,4.98,,,1.70,3.93,,14.7,,17.5,1930,225,126,5.95,709,138,88.3,3.60,,57.7,558,,,,,,8.00,0.756,,1.00
WT20X181,WT,181,53.3,20.3,,,16.0,,,1.12,2.01,,,,3.19,3.25,,,4.91,,,1.66,3.99,,15.3,,18.1,1870,217,122,5.92,691,135,86.3,3.60,,54.2,511,,,,,,7.96,0.759,,0.993
WT20X162,WT,162,47.7,20.1,,,15.9,,,1.00,1.81,,,,2.99,3.0625,,,4.77,,,1.50,4.40,,17.1,,20.1,1650,192,108,5.88,609,119,76.6,3.57,,39.6,362,,,,,,7.89,0.760,,0.893
WT20X148.5,WT,148,43.7,19.9,,,15.8,,,0.930,1.65,,,,2.83,2.9375,,,4.71,,,1.38,4.80,,18.4,,21.4,1500,176,98.9,5.87,546,107,69.0,3.54,,30.5,279,,,,,,7.88,0.756,,0.825
WT20X138.5,WT,138,40.7,19.8,,,15.8,,,0.830,1.58,,,,2.76,2.875,,,4.50,,,1.29,5.03,,20.6,,23.9,1360,157,88.6,5.78,522,102,65.9,3.58,,25.7,218,,,,,,7.75,0.770,,0.699
WT20X124.5,WT,125,36.7,19.7,,,15.8,,,0.750,1.42,,,,2.60,2.6875,,,4.41,,,1.16,5.55,,22.8,,26.3,1210,140,79.4,5.75,463,90.8,58.8,3.55,,19.0,158,,,,,,7.70,0.770,,0.580
WT20X107.5,WT,108,31.7,19.5,,,15.8,,,0.650,1.22,,,,2.40,2.5,,,4.28,,,1.01,6.45,,26.3,,30.0,1030,120,68.0,5.71,398,77.8,50.5,3.54,,12.4,101,,,,,,7.66,0.771,,0.445
WT20X99.5,WT,100,29.2,19.3,,,15.8,,,0.650,1.07,,,,2.25,2.3125,,,4.47,,,0.929,7.39,,26.3,,29.7,988,117,66.5,5.81,347,68.2,44.1,3.45,,9.12,83.5,,,,,,7.82,0.746,,0.452
WT20X196,WT,196,57.6,20.8,,,12.4,,,1.42,2.52,,,,3.70,3.8125,,,5.94,,,2.33,2.45,,12.0,,14.7,2270,275,153,6.27,401,106,64.9,2.64,,85.4,796,,,,,,8.26,0.679,,1.00
WT20X165.5,WT,166,48.7,20.4,,,12.2,,,1.22,2.13,,,,3.31,3.375,,,5.74,,,2.00,2.86,,14.0,,16.7,1880,231,128,6.21,322,85.7,52.9,2.57,,52.5,484,,,,,,8.19,0.674,,1.00
WT20X163.5,WT,164,48.0,20.4,,,12.1,,,1.18,2.13,,,,3.31,3.375,,,5.66,,,1.98,2.85,,14.5,,17.3,1840,224,125,6.19,320,85.0,52.7,2.58,,51.4,449,,,,,,8.13,0.680,,1.00
WT20X147,WT,147,43.1,20.2,,,12.0,,,1.06,1.93,,,,3.11,3.1875,,,5.51,,,1.80,3.11,,16.1,,19.1,1630,199,111,6.14,281,75.0,46.7,2.55,,38.2,322,,,,,,8.06,0.681,,1.00
WT20X139,WT,139,41.0,20.1,,,12.0,,,1.03,1.81,,,,2.99,3.0625,,,5.51,,,1.71,3.31,,16.8,,19.6,1550,191,106,6.14,261,69.9,43.5,2.52,,32.4,282,,,,,,8.08,0.675,,0.913
WT20X132,WT,132,38.8,20.0,,,11.9,,,0.960,1.73,,,,2.91,3,,,5.41,,,1.63,3.45,,17.8,,20.8,1450,178,99.2,6.11,246,66.0,41.3,2.52,,27.9,233,,,,,,8.02,0.679,,0.855
WT20X117.5,WT,118,34.5,19.8,,,11.9,,,0.830,1.58,,,,2.76,2.875,,,5.17,,,1.45,3.77,,20.6,,23.9,1260,153,85.7,6.04,222,59.0,37.3,2.54,,20.6,156,,,,,,7.88,0.691,,0.699
WT20X105.5,WT,106,31.0,19.7,,,11.8,,,0.750,1.42,,,,2.60,2.6875,,,5.08,,,1.31,4.17,,22.8,,26.2,1120,137,76.7,6.01,195,52.1,33.0,2.51,,15.2,113,,,,,,7.84,0.690,,0.581
WT20X91.5,WT,91.5,26.7,19.5,,,11.8,,,0.650,1.20,,,,2.40,2.5,,,4.97,,,1.13,4.92,,26.3,,30.0,955,117,65.7,5.98,165,44.0,28.0,2.49,,9.65,71.2,,,,,,7.81,0.688,,0.445
WT20X83.5,WT,83.5,24.6,19.3,,,11.8,,,0.650,1.03,,,,2.21,2.3125,,,5.19,,,1.10,5.76,,26.3,,29.7,899,115,63.7,6.05,141,37.8,23.9,2.40,,6.99,62.9,,,,,,8.01,0.659,,0.454
WT20X74.5,WT,74.5,21.9,19.1,,,11.8,,,0.630,0.830,,,,2.01,2.125,,,5.45,,,1.72,7.11,,27.1,,30.3,815,108,59.7,6.10,114,30.9,19.4,2.29,,4.66,51.9,,,,,,8.23,0.626,,0.435
WT18X400,WT,400,118,21.0,,,18.0,,,2.38,4.29,,,,5.24,5.5625,,,5.80,,,3.28,2.10,,6.62,,8.94,4090,491,264,5.89,2100,371,234,4.22,,525,5810,,,,,,8.11,0.797,,1.00
WT18X326,WT,325,96.1,20.2,,,17.6,,,1.97,3.54,,,,4.49,4.8125,,,5.35,,,2.73,2.48,,7.99,,10.4,3160,383,208,5.74,1610,290,184,4.10,,295,3070,,,,,,7.91,0.795,,1.00
WT18X264.5,WT,264,77.8,19.6,,,17.2,,,1.61,2.91,,,,3.86,4.1875,,,4.96,,,2.26,2.96,,9.78,,12.4,2440,298,164,5.60,1240,227,145,4.00,,163,1600,,,,,,7.72,0.794,,1.00
WT18X243.5,WT,244,71.7,19.7,,,17.1,,,1.50,2.68,,,,3.63,4,,,4.84,,,2.10,3.19,,10.7,,13.1,2220,272,150,5.57,1120,206,131,3.96,,128,1250,,,,,,7.68,0.792,,1.00
WT18X220.5,WT,220,64.9,19.1,,,17.0,,,1.36,2.44,,,,3.39,3.6875,,,4.69,,,1.91,3.48,,11.6,,14.3,1980,242,134,5.52,997,184,117,3.92,,96.6,914,,,,,,7.60,0.792,,1.00
WT18X197.5,WT,198,58.2,18.9,,,16.8,,,1.22,2.20,,,,3.15,3.4375,,,4.53,,,1.73,3.83,,12.9,,15.7,1740,213,119,5.47,877,162,104,3.88,,70.7,652,,,,,,7.54,0.792,,1.00
WT18X180.5,WT,180,53.0,18.7,,,16.7,,,1.12,2.01,,,,2.96,3.25,,,4.42,,,1.59,4.16,,14.1,,17.0,1570,192,107,5.43,786,146,94.0,3.85,,54.1,491,,,,,,7.49,0.792,,1.00
WT18X165,WT,165,48.5,18.5,,,16.6,,,1.02,1.85,,,,2.80,3.125,,,4.30,,,1.46,4.49,,15.4,,18.5,1410,173,97.0,5.39,711,132,85.5,3.83,,42.0,372,,,,,,7.43,0.793,,0.989
WT18X151,WT,151,44.4,18.4,,,16.7,,,0.945,1.68,,,,2.63,2.9375,,,4.22,,,1.33,4.96,,16.7,,19.8,1280,158,88.8,5.37,648,120,77.8,3.82,,32.1,285,,,,,,7.41,0.792,,0.925
WT18X141,WT,141,41.5,18.3,,,16.6,,,0.885,1.57,,,,2.52,2.8125,,,4.16,,,1.25,5.29,,17.8,,21.0,1190,146,82.6,5.36,599,112,72.2,3.80,,26.3,231,,,,,,7.38,0.791,,0.865
WT18X131,WT,131,38.5,18.1,,,16.6,,,0.840,1.44,,,,2.39,2.6875,,,4.14,,,1.16,5.75,,18.7,,21.9,1110,137,77.5,5.36,545,102,65.8,3.76,,20.8,185,,,,,,7.39,0.785,,0.817
WT18X123.5,WT,124,36.3,18.0,,,16.5,,,0.800,1.35,,,,2.30,2.625,,,4.12,,,1.10,6.11,,19.7,,22.9,1040,129,73.3,5.36,507,94.8,61.4,3.74,,17.3,155,,,,,,7.39,0.783,,0.768
WT18X116,WT,116,34.5,18.6,,,12.1,,,0.870,1.57,,,,2.32,2.4375,,,4.10,,,1.03,6.54,,20.7,,24.0,978,122,69.1,5.36,470,88.0,57.0,3.71,,14.3,129,,,,,,7.39,0.780,,0.714
WT18X128,WT,128,37.7,18.7,,,12.2,,,0.960,1.73,,,,2.48,2.625,,,4.92,,,1.54,3.53,,16.9,,19.5,1210,156,87.4,5.66,264,68.5,43.2,2.65,,26.4,205,,,,,,7.45,0.703,,0.922
WT18X115.5,WT,116,34.1,18.6,,,12.1,,,0.870,1.57,,,,2.32,2.4375,,,4.82,,,1.40,3.86,,18.7,,21.3,1080,140,78.5,5.63,234,60.9,38.6,2.62,,19.7,151,,,,,,7.40,0.703,,0.829
WT18X105,WT,105,30.9,18.3,,,12.2,,,0.830,1.36,,,,2.11,2.3125,,,4.87,,,1.27,4.48,,19.6,,22.1,985,131,73.1,5.65,206,53.4,33.8,2.58,,13.9,119,,,,,,7.49,0.687,,0.791
WT18X97,WT,97.0,28.5,18.2,,,12.1,,,0.765,1.26,,,,2.01,2.1875,,,4.80,,,1.18,4.81,,21.2,,23.8,901,120,67.0,5.62,187,48.8,30.9,2.56,,11.1,92.7,,,,,,7.45,0.688,,0.702
WT18X91,WT,91.0,26.8,18.2,,,12.1,,,0.725,1.18,,,,1.93,2.125,,,4.77,,,1.11,5.12,,22.4,,25.1,845,113,63.1,5.62,174,45.3,28.8,2.55,,9.20,77.6,,,,,,7.45,0.685,,0.637
WT18X85,WT,85.0,25.0,18.1,,,12.0,,,0.680,1.10,,,,1.85,2,,,4.73,,,1.04,5.47,,23.9,,26.6,786,105,58.9,5.61,160,41.8,26.6,2.53,,7.51,63.2,,,,,,7.44,0.684,,0.566
WT18X80,WT,80.0,23.5,18.0,,,12.0,,,0.650,1.02,,,,1.77,1.9375,,,4.74,,,0.980,5.88,,25.0,,27.7,740,100,55.8,5.61,147,38.6,24.6,2.50,,6.17,53.6,,,,,,7.46,0.678,,0.521
WT18X75,WT,75.0,22.1,17.9,,,12.0,,,0.625,0.940,,,,1.69,1.875,,,4.78,,,0.923,6.37,,26.0,,28.7,698,95.5,53.1,5.62,135,35.4,22.5,2.47,,5.04,46.0,,,,,,7.50,0.670,,0.486
WT18X67.5,WT,67.5,19.9,17.8,,,12.0,,,0.600,0.790,,,,1.54,1.6875,,,4.96,,,1.23,7.56,,27.1,,29.6,637,90.1,49.7,5.66,113,29.8,18.9,2.38,,3.48,37.3,,,,,,7.65,0.644,,0.456
WT16.5X193.5,WT,194,57.0,18.0,,,16.2,,,1.26,2.28,,,,3.07,3.1875,,,4.27,,,1.76,3.55,,11.8,,14.3,1460,193,107,5.07,810,156,100,3.77,,73.9,615,,,,,,7.05,0.803,,1.00
WT16.5X177,WT,177,52.1,17.8,,,16.1,,,1.16,2.09,,,,2.88,2.9375,,,4.15,,,1.62,3.85,,12.8,,15.3,1320,174,96.8,5.03,729,141,90.6,3.74,,57.1,468,,,,,,7.00,0.803,,1.00
WT16.5X159,WT,159,46.8,17.6,,,16.0,,,1.04,1.89,,,,2.68,2.75,,,4.02,,,1.46,4.23,,14.3,,16.9,1160,154,85.8,4.99,645,125,80.7,3.71,,42.1,335,,,,,,6.93,0.804,,1.00
WT16.5X145.5,WT,146,42.8,17.4,,,15.9,,,0.960,1.73,,,,2.52,2.625,,,3.93,,,1.35,4.60,,15.5,,18.1,1060,140,78.3,4.96,581,113,73.1,3.68,,32.5,256,,,,,,6.90,0.802,,0.991
WT16.5X131.5,WT,132,38.7,17.3,,,15.8,,,0.870,1.57,,,,2.36,2.4375,,,3.83,,,1.23,5.03,,17.1,,19.8,943,125,70.2,4.93,517,101,65.5,3.65,,24.3,188,,,,,,6.86,0.802,,0.905
WT16.5X120.5,WT,120,35.5,17.1,,,15.9,,,0.830,1.40,,,,2.19,2.25,,,3.84,,,1.12,5.66,,18.0,,20.6,872,116,65.8,4.96,466,90.8,58.8,3.62,,18.0,146,,,,,,6.90,0.792,,0.867
WT16.5X110.5,WT,110,32.6,17.0,,,15.8,,,0.775,1.28,,,,2.06,2.125,,,3.81,,,1.03,6.20,,19.2,,21.9,799,107,60.8,4.95,420,82.1,53.2,3.59,,13.9,113,,,,,,6.89,0.788,,0.801
WT16.5X100.5,WT,100,29.6,16.8,,,15.7,,,0.715,1.15,,,,1.94,2,,,3.77,,,0.940,6.85,,20.8,,23.6,725,97.8,55.5,4.95,375,73.3,47.6,3.56,,10.4,84.9,,,,,,6.88,0.784,,0.717
WT16.5X84.5,WT,84.5,24.8,16.9,,,11.5,,,0.670,1.22,,,,1.92,2.125,,,4.21,,,1.08,4.71,,22.4,,25.2,649,90.8,51.1,5.12,155,42.1,27.0,2.50,,8.81,55.4,,,,,,6.74,0.715,,0.628
WT16.5X76,WT,76.0,22.4,16.7,,,11.6,,,0.635,1.06,,,,1.76,1.9375,,,4.26,,,0.967,5.48,,23.6,,26.4,592,84.5,47.4,5.14,136,36.9,23.6,2.47,,6.16,43.0,,,,,,6.82,0.700,,0.575
WT16.5X70.5,WT,70.5,20.8,16.7,,,11.5,,,0.605,0.960,,,,1.66,1.8125,,,4.29,,,0.901,6.01,,24.8,,27.5,552,79.8,44.7,5.15,123,33.4,21.3,2.43,,4.84,35.4,,,,,,6.86,0.691,,0.528
WT16.5X65,WT,65.0,19.2,16.5,,,11.5,,,0.580,0.855,,,,1.56,1.75,,,4.36,,,0.832,6.73,,25.8,,28.5,513,75.6,42.1,5.18,109,29.7,18.9,2.38,,3.67,29.3,,,,,,6.93,0.677,,0.492
WT16.5X59,WT,59.0,17.3,16.4,,,11.5,,,0.550,0.740,,,,1.44,1.625,,,4.47,,,0.862,7.76,,27.3,,29.9,469,70.8,39.2,5.20,93.5,25.6,16.3,2.32,,2.64,23.4,,,,,,7.02,0.659,,0.448
WT15X195.5,WT,196,57.6,16.6,,,15.6,,,1.36,2.44,,,,3.23,3.375,,,4.00,,,1.85,3.19,,9.83,,12.2,1220,177,96.9,4.61,774,155,99.2,3.67,,86.3,636,,,,,,6.51,0.817,,1.00
WT15X178.5,WT,178,52.5,16.4,,,15.5,,,1.24,2.24,,,,3.03,3.125,,,3.87,,,1.70,3.45,,10.8,,13.2,1090,159,87.2,4.56,693,140,89.6,3.64,,66.6,478,,,,,,6.45,0.818,,1.00
WT15X163,WT,163,47.9,16.2,,,15.4,,,1.14,2.05,,,,2.84,2.9375,,,3.76,,,1.56,3.75,,11.7,,14.2,981,143,78.8,4.52,622,126,81.0,3.60,,51.2,361,,,,,,6.40,0.817,,1.00
WT15X146,WT,146,42.9,16.0,,,15.3,,,1.02,1.85,,,,2.64,2.75,,,3.62,,,1.41,4.12,,13.1,,15.7,861,125,69.6,4.48,549,111,71.9,3.58,,37.5,257,,,,,,6.33,0.819,,1.00
WT15X130.5,WT,130,38.4,15.8,,,15.2,,,0.930,1.65,,,,2.44,2.5625,,,3.54,,,1.27,4.59,,14.4,,17.0,765,112,62.4,4.46,480,97.9,63.3,3.53,,26.9,184,,,,,,6.30,0.815,,1.00
WT15X117.5,WT,118,34.6,15.7,,,15.1,,,0.830,1.50,,,,2.29,2.375,,,3.41,,,1.15,5.02,,16.1,,18.9,674,98.2,55.1,4.41,427,87.5,56.8,3.51,,20.1,133,,,,,,6.24,0.818,,0.955
WT15X105.5,WT,106,31.1,15.5,,,15.1,,,0.775,1.32,,,,2.10,2.25,,,3.39,,,1.03,5.74,,17.2,,20.0,610,89.5,50.5,4.43,378,77.2,50.1,3.49,,14.1,96.4,,,,,,6.27,0.809,,0.899
WT15X95.5,WT,95.5,28.1,15.3,,,15.0,,,0.710,1.19,,,,1.97,2.0625,,,3.34,,,0.935,6.35,,18.8,,21.6,549,80.8,45.7,4.42,336,68.9,44.7,3.46,,10.5,71.2,,,,,,6.25,0.807,,0.816
WT15X86.5,WT,86.5,25.5,15.2,,,15.0,,,0.655,1.07,,,,1.85,2,,,3.31,,,0.851,7.40,,20.4,,23.2,497,73.5,41.7,4.42,299,61.4,39.9,3.42,,7.78,53.0,,,,,,6.24,0.802,,0.733
WT15X74,WT,74.0,21.7,15.3,,,10.5,,,0.650,1.18,,,,1.83,2.0625,,,3.84,,,1.04,4.44,,20.8,,23.6,466,72.2,40.6,4.63,114,33.9,21.7,2.28,,7.24,37.6,,,,,,6.10,0.716,,0.715
WT15X66,WT,66.0,19.4,15.2,,,10.5,,,0.615,1.00,,,,1.65,1.875,,,3.90,,,0.921,5.27,,22.0,,24.6,421,66.8,37.4,4.66,98.0,29.2,18.6,2.25,,4.85,28.5,,,,,,6.19,0.698,,0.662
WT15X62,WT,62.0,18.2,15.1,,,10.5,,,0.585,0.930,,,,1.58,1.8125,,,3.90,,,0.867,5.65,,23.1,,25.8,396,63.1,35.3,4.66,90.4,27.0,17.2,2.23,,3.98,23.9,,,,,,6.20,0.694,,0.602
WT15X58,WT,58.0,17.1,15.0,,,10.5,,,0.565,0.850,,,,1.50,1.75,,,3.94,,,0.815,6.17,,23.9,,26.6,373,60.4,33.7,4.67,82.1,24.6,15.6,2.19,,3.21,20.5,,,,,,6.24,0.683,,0.567
WT15X54,WT,54.0,15.9,14.9,,,10.5,,,0.545,0.760,,,,1.41,1.6875,,,4.01,,,0.757,6.89,,24.8,,27.4,349,57.7,32.0,4.69,73.0,21.9,13.9,2.15,,2.49,17.3,,,,,,6.31,0.668,,0.534
WT15X49.5,WT,49.5,14.5,14.8,,,10.5,,,0.520,0.670,,,,1.32,1.5625,,,4.09,,,0.912,7.80,,26.0,,28.5,322,54.4,30.0,4.71,63.9,19.3,12.2,2.10,,1.88,14.3,,,,,,6.38,0.653,,0.492
WT15X45,WT,45.0,13.2,14.8,,,10.4,,,0.470,0.610,,,,1.26,1.5,,,4.04,,,0.835,8.52,,28.7,,31.4,290,49.0,27.1,4.69,57.3,17.3,11.0,2.09,,1.41,10.5,,,,,,6.35,0.654,,0.405
WT13.5X269.5,WT,270,79.3,16.3,,,15.3,,,1.97,3.54,,,,4.33,4.4375,,,4.34,,,2.60,2.15,,6.06,,8.25,1530,242,128,4.39,1060,218,138,3.65,,247,1740,,,,,,6.26,0.831,,1.00
WT13.5X184,WT,184,54.2,15.2,,,14.7,,,1.38,2.48,,,,3.27,3.375,,,3.71,,,1.85,2.96,,8.64,,11.0,939,151,81.7,4.16,655,140,89.3,3.48,,84.5,532,,,,,,5.96,0.828,,1.00
WT13.5X168,WT,168,49.5,15.0,,,14.6,,,1.26,2.28,,,,3.07,3.1875,,,3.58,,,1.70,3.19,,9.47,,11.9,839,135,73.4,4.12,587,126,80.8,3.45,,65.4,401,,,,,,5.90,0.829,,1.00
WT13.5X153.5,WT,154,45.2,14.8,,,14.4,,,1.16,2.09,,,,2.88,3,,,3.47,,,1.56,3.46,,10.3,,12.8,753,121,66.4,4.08,527,113,72.9,3.41,,50.5,304,,,,,,5.85,0.828,,1.00
WT13.5X140.5,WT,140,41.4,14.6,,,14.4,,,1.06,1.93,,,,2.72,2.8125,,,3.35,,,1.44,3.72,,11.3,,13.8,677,109,59.9,4.04,477,103,66.4,3.39,,39.6,232,,,,,,5.79,0.830,,1.00
WT13.5X129,WT,129,38.0,14.5,,,14.3,,,0.980,1.77,,,,2.56,2.6875,,,3.27,,,1.33,4.03,,12.2,,14.8,613,98.9,54.7,4.02,430,93.3,60.2,3.36,,30.7,178,,,,,,5.76,0.828,,1.00
WT13.5X117.5,WT,118,34.7,14.3,,,14.2,,,0.910,1.61,,,,2.40,2.5,,,3.20,,,1.22,4.41,,13.1,,15.7,556,89.9,50.0,4.00,384,83.8,54.2,3.33,,23.4,135,,,,,,5.73,0.825,,1.00
WT13.5X108.5,WT,108,32.0,14.2,,,14.1,,,0.830,1.50,,,,2.29,2.375,,,3.10,,,1.13,4.71,,14.4,,17.1,502,81.1,45.2,3.96,352,77.0,49.9,3.32,,18.8,105,,,,,,5.68,0.828,,1.00
WT13.5X97,WT,97.0,28.6,14.1,,,14.0,,,0.750,1.34,,,,2.13,2.25,,,3.02,,,1.02,5.24,,15.9,,18.7,444,71.8,40.3,3.94,309,67.8,44.1,3.29,,13.5,74.3,,,,,,5.64,0.827,,0.961
WT13.5X89,WT,89.0,26.2,13.9,,,14.1,,,0.725,1.19,,,,1.98,2.0625,,,3.04,,,0.932,5.92,,16.5,,19.2,414,67.7,38.2,3.97,278,60.8,39.4,3.25,,10.0,57.7,,,,,,5.69,0.815,,0.938
WT13.5X80.5,WT,80.5,23.8,13.8,,,14.0,,,0.660,1.08,,,,1.87,2,,,2.98,,,0.849,6.49,,18.1,,20.9,372,60.8,34.4,3.95,248,54.5,35.4,3.23,,7.53,42.7,,,,,,5.66,0.814,,0.851
WT13.5X73,WT,73.0,21.6,13.7,,,14.0,,,0.605,0.975,,,,1.76,1.875,,,2.94,,,0.772,7.16,,19.7,,22.6,336,55.0,31.2,3.95,222,48.8,31.7,3.20,,5.62,31.7,,,,,,5.64,0.812,,0.764
WT13.5X64.5,WT,64.5,18.9,13.8,,,10.0,,,0.610,1.10,,,,1.70,2,,,3.39,,,0.945,4.55,,19.9,,22.6,323,55.1,31.0,4.13,92.2,28.8,18.4,2.21,,5.55,24.0,,,,,,5.48,0.732,,0.763
WT13.5X57,WT,57.0,16.8,13.6,,,10.1,,,0.570,0.930,,,,1.53,1.8125,,,3.42,,,0.832,5.41,,21.3,,23.9,289,50.4,28.3,4.15,79.3,24.6,15.8,2.18,,3.65,17.5,,,,,,5.54,0.716,,0.698
WT13.5X51,WT,51.0,15.0,13.5,,,10.0,,,0.515,0.830,,,,1.43,1.75,,,3.37,,,0.750,6.03,,23.5,,26.3,258,45.0,25.3,4.14,69.6,21.7,13.9,2.15,,2.63,12.6,,,,,,5.53,0.713,,0.578
WT13.5X47,WT,47.0,13.8,13.5,,,10.0,,,0.490,0.745,,,,1.34,1.625,,,3.41,,,0.692,6.70,,24.7,,27.5,239,42.4,23.8,4.16,62.0,19.4,12.4,2.12,,2.01,10.2,,,,,,5.57,0.702,,0.530
WT13.5X42,WT,42.0,12.4,13.4,,,10.0,,,0.460,0.640,,,,1.24,1.5625,,,3.48,,,0.621,7.78,,26.3,,29.0,216,39.2,21.9,4.18,52.8,16.6,10.6,2.07,,1.40,7.79,,,,,,5.63,0.685,,0.475
WT12X185,WT,185,54.4,14.0,,,13.7,,,1.52,2.72,,,,3.22,3.625,,,3.57,,,1.99,2.51,,7.09,,9.21,779,140,74.7,3.78,581,133,85.1,3.27,,100,553,,,,,,5.47,0.837,,1.00
WT12X167.5,WT,168,49.2,13.8,,,13.5,,,1.38,2.48,,,,2.98,3.375,,,3.42,,,1.82,2.73,,7.81,,10.0,686,123,66.3,3.73,513,119,75.9,3.23,,75.6,405,,,,,,5.40,0.837,,1.00
WT12X153,WT,153,44.9,13.6,,,13.4,,,1.26,2.28,,,,2.78,3.1875,,,3.29,,,1.67,2.94,,8.56,,10.8,611,110,59.4,3.69,460,107,68.6,3.20,,58.4,305,,,,,,5.34,0.837,,1.00
WT12X139.5,WT,140,41.0,13.4,,,13.3,,,1.16,2.09,,,,2.59,3,,,3.18,,,1.54,3.18,,9.29,,11.5,546,98.8,53.6,3.65,412,96.3,61.9,3.17,,45.1,230,,,,,,5.28,0.837,,1.00
WT12X125,WT,125,36.8,13.2,,,13.2,,,1.04,1.89,,,,2.39,2.8125,,,3.05,,,1.39,3.49,,10.4,,12.7,478,86.5,47.2,3.61,362,85.2,54.9,3.14,,33.2,165,,,,,,5.22,0.838,,1.00
WT12X114.5,WT,114,33.6,13.0,,,13.1,,,0.960,1.73,,,,2.23,2.625,,,2.96,,,1.28,3.79,,11.2,,13.6,431,78.1,42.9,3.58,326,77.0,49.7,3.11,,25.5,125,,,,,,5.19,0.836,,1.00
WT12X103.5,WT,103,30.4,12.9,,,13.0,,,0.870,1.57,,,,2.07,2.5,,,2.87,,,1.17,4.14,,12.4,,14.8,382,69.3,38.3,3.55,289,68.6,44.4,3.08,,19.1,91.3,,,,,,5.14,0.836,,1.00
WT12X96,WT,96.0,28.1,12.7,,,13.0,,,0.810,1.46,,,,1.96,2.375,,,2.80,,,1.09,4.43,,13.3,,15.7,350,63.5,35.2,3.53,265,63.1,40.9,3.07,,15.3,72.5,,,,,,5.11,0.836,,1.00
WT12X88,WT,88.0,25.8,12.6,,,12.9,,,0.750,1.34,,,,1.84,2.25,,,2.74,,,1.00,4.81,,14.4,,16.8,319,57.8,32.2,3.51,240,57.3,37.2,3.04,,11.9,55.8,,,,,,5.09,0.835,,1.00
WT12X81,WT,81.0,23.9,12.5,,,13.0,,,0.705,1.22,,,,1.72,2.125,,,2.70,,,0.921,5.31,,15.3,,17.7,293,53.3,29.9,3.50,221,52.6,34.2,3.05,,9.22,43.8,,,,,,5.09,0.832,,1.00
WT12X73,WT,73.0,21.5,12.4,,,12.9,,,0.650,1.09,,,,1.59,2,,,2.66,,,0.833,5.92,,16.6,,19.0,264,48.2,27.2,3.50,195,46.6,30.3,3.01,,6.70,31.9,,,,,,5.08,0.827,,0.946
WT12X65.5,WT,65.5,19.3,12.2,,,12.9,,,0.605,0.960,,,,1.46,1.875,,,2.65,,,0.750,6.70,,17.8,,20.2,238,43.9,24.8,3.52,170,40.7,26.5,2.97,,4.74,23.1,,,,,,5.09,0.818,,0.885
